,y_smoothed
174,0.3267737010730912
175,0.32687274573039016
176,0.32696564120808513
177,0.3270523440727768
178,0.3271328108910654
179,0.3272068581818089
180,0.32727430246386496
181,0.32733496025609116
182,0.32738864807734486
183,0.32743518244648334
184,0.3274746774349287
185,0.32750724711410284
186,0.3275330055554275
187,0.3275520668303243
188,0.3275645450102144
189,0.32757055416651887
190,0.32757020837065864
191,0.3275636216940544
192,0.3275509082081265
193,0.3275321819842951
194,0.3275076561901968
195,0.3274775439934676
196,0.3274420585617438
197,0.32740141306266113
198,0.32735582066385516
199,0.3273052650390831
200,0.3272497298621019
201,0.32718919880666825
202,0.3271236555465387
203,0.3270530837554697
204,0.3269773706788791
205,0.32689640356218436
206,0.32681006965080284
207,0.32671825619015155
208,0.3266208504256474
209,0.32651771090361437
210,0.32640869617037616
211,0.3262936647722562
212,0.32617247525557796
213,0.3260449861666646
214,0.3259111833059544
215,0.32577105247388555
216,0.3256245794708958
217,0.3254717500974229
218,0.3253125501539044
219,0.3251471617499347
220,0.324975766995108
221,0.3247985479990182
222,0.3246156868712591
223,0.3244273657214242
224,0.32423394484157575
225,0.32403578452377524
226,0.3238332450600841
227,0.32362668674256345
228,0.3234164698632745
229,0.3232028080754008
230,0.3229859150321257
231,0.3227660043866325
232,0.3225432897921041
233,0.32231798490172364
234,0.3220905347941922
235,0.3218613845482106
236,0.3216309792424797
237,0.3213997639556999
238,0.3211681837665718
239,0.3209367665245051
240,0.32070604007890935
241,0.320476532279194
242,0.3202487709747682
243,0.32002328401504143
244,0.31980044580509126
245,0.3195806307499952
246,0.3193642132548309
247,0.3191515677246755
248,0.3189430685646062
249,0.3187390734796055
250,0.3185399401746557
251,0.318346026354739
252,0.31815768972483743
253,0.3179752879899326
254,0.31779917885500575
255,0.31762959875670993
256,0.3174667841316977
257,0.3173109714166214
258,0.3171623970481332
259,0.31702129746288515
260,0.31688801089084345
261,0.316762875561974
262,0.31664622970624284
263,0.3165384115536155
264,0.31643975933405755
265,0.3163505623690163
266,0.3162711099799388
267,0.3162016914882716
268,0.31614259621546104
269,0.3160941134829533
270,0.3160565326121947
271,0.31603014292463133
272,0.31601523374170915
273,0.3160120943848739
274,0.31602101417557116
275,0.3160422578592653
276,0.3160760901814207
277,0.3161227758875014
278,0.3161825797229712
279,0.3162557664332936
280,0.3163423557249093
281,0.31644236730425895
282,0.316555820877783
283,0.31668273615192166
284,0.3168231328331153
285,0.31697695910160445
286,0.31714416313762944
287,0.3173246931214305
288,0.3175184972332478
289,0.3177255236533212
290,0.31794562331398196
291,0.3181786471475612
292,0.31842444608638987
293,0.3186828710627985
294,0.31895377300911776
295,0.3192368784128313
296,0.3195319137614227
297,0.31983860554237514
298,0.32015668024317157
299,0.3204858643512948
300,0.32082577526285266
301,0.32117603037395315
302,0.3215362470807041
303,0.3219060427792132
304,0.322285034865588
305,0.3226727897005395
306,0.3230688736447784
307,0.32347285305901524
308,0.32388429430396043
309,0.3243027637403242
310,0.324727723873013
311,0.32515863720693317
312,0.3255949662469908
313,0.3260364590919644
314,0.3264828638406323
315,0.32693368325574884
316,0.32738842010006824
317,0.32784657713634463
318,0.32830765712733173
319,0.3287711628357832
320,0.3292366270994454
321,0.3297035827560642
322,0.33017156264338565
323,0.33064009959915575
324,0.33110872646112016
325,0.3315772370532349
326,0.3320454251994558
327,0.33251308472373864
328,0.33298000945003897
329,0.33344596045854547
330,0.33391069882944663
331,0.3343739856429306
332,0.33483558197918534
333,0.33529507600196784
334,0.33575205587503487
335,0.3362061097621432
336,0.33665704189463663
337,0.3371046565038585
338,0.3375488380074135
339,0.33798947082290604
340,0.33842643936794037
341,0.33885983408339015
342,0.3392897454101284
343,0.3397162637890283
344,0.34013947966096253
345,0.340559484010143
346,0.3409763678207817
347,0.34139022207709063
348,0.3418011377632817
349,0.3422091112983324
350,0.3426141391012205
351,0.3430162175909231
352,0.34341513327786755
353,0.3438106726724809
354,0.34420262228518994
355,0.34459076862642174
356,0.34497490057931923
357,0.3453548070270252
358,0.3457302768526826
359,0.3461009646064146
360,0.34646652483834445
361,0.34682661209859517
362,0.3471808809372891
363,0.3475291742254376
364,0.3478713348340518
365,0.3482072056341428
366,0.3485366294967215
367,0.3488594492927983
368,0.3491755347491912
369,0.349484755592718
370,0.3497869815501961
371,0.3500820823484426
372,0.3503697734841104
373,0.3506497704538521
374,0.35092178875432023
375,0.3511856930701706
376,0.35144134808605904
377,0.351688618486641
378,0.35192764640959645
379,0.35215857399260503
380,0.3523815433733464
381,0.35259669668949956
382,0.3528041637040001
383,0.3530040741797829
384,0.3531965578797829
385,0.35338174456693433
386,0.3535597919101616
387,0.3537308575783889
388,0.35389509924053997
389,0.3540526745655387
390,0.35420356854977186
391,0.3543477661896264
392,0.3544852524814892
393,0.35461601242174695
394,0.35474014100657525
395,0.3548577332321495
396,0.354968884094645
397,0.35507368859023714
398,0.35517213013138005
399,0.3552641921305276
400,0.3553498580001336
401,0.3554291111526514
402,0.3555021070282029
403,0.3555690010669094
404,0.3556299487088924
405,0.35568529840792024
406,0.3557353986177609
407,0.35578059779218235
408,0.3558211949841381
409,0.3558574892465812
410,0.3558897796324646
411,0.35591836519474096
412,0.3559436926204154
413,0.35596620859649264
414,0.3559863598099769
415,0.35600459294787223
416,0.35602132613951143
417,0.35603697751422697
418,0.3560519652013511
419,0.3560666565755378
420,0.356081419011441
421,0.3560966198837143
422,0.3561124001399967
423,0.3561289007279271
424,0.3561462625951441
425,0.3561643561095758
426,0.35618305163914993
427,0.3562022195517941
428,0.3562216568352272
429,0.35624116047716803
430,0.3562605274653353
431,0.35627972281383524
432,0.3562987115367735
433,0.3563174586482556
434,0.3563359870815685
435,0.3563543197699988
436,0.3563724796468332
437,0.35639048964535797
438,0.3564083726988591
439,0.3564261433384787
440,0.3564438160953587
441,0.3564614055006412
442,0.3564789260854682
443,0.3564962740969573
444,0.35651334578222554
445,0.3565300373883901
446,0.3565462451625683
447,0.35656157100159147
448,0.3565756168022911
449,0.3565879844614986
450,0.3565982758760451
451,0.35660632532147496
452,0.3566119670733327
453,0.35661503540716266
454,0.35661536459850923
455,0.35661271360342456
456,0.3566068413779604
457,0.35659747550863813
458,0.35658434358197877
459,0.3565671731845031
460,0.35654569190273167
461,0.3565197060069415
462,0.3564890217674095
463,0.35645344545441254
464,0.35641278333822746
465,0.3563669648229787
466,0.3563159193127902
467,0.3562595762117856
468,0.35619786492408845
469,0.35613094870684264
470,0.3560589908171919
471,0.3559821545122801
472,0.3559006030492508
473,0.35581460296506706
474,0.35572442079669164
475,0.35563032308108694
476,0.3555326148827604
477,0.3554316012662192
478,0.35532758729597064
479,0.3552208080297628
480,0.3551114985253434
481,0.3549998938404601
482,0.35488653366387696
483,0.35477195768435793
484,0.35465670559066637
485,0.354541469723802
486,0.35442694242476425
487,0.3543138160345525
488,0.35420256389451266
489,0.35409365934599063
490,0.353987575730332
491,0.3538847863888826
492,0.35378576704812875
493,0.3536909934345566
494,0.3536009412746519
495,0.35351608629490006
496,0.3534367548395657
497,0.3533632732529137
498,0.3532959678792084
499,0.3532351650627143
500,0.3531811966376375
501,0.3531343944381838
502,0.35309509029855873
503,0.3530636160529677
504,0.35304046371573117
505,0.3530261253011694
506,0.3530210928236029
507,0.35302585829735167
508,0.3530409644001998
509,0.35306695380993114
510,0.35310436920432964
511,0.35315365021570105
512,0.353215236476351
513,0.3532895676185849
514,0.3533769575937802
515,0.3534777203533142
516,0.35359216984856423
517,0.35372040529255006
518,0.3538625258982912
519,0.35401863087880675
520,0.3541885810114986
521,0.3543722370737684
522,0.3545694598430176
523,0.35478004484564046
524,0.3550037876080314
525,0.35524048365658445
526,0.35548970692843723
527,0.3557510313607273
528,0.3560240308905917
529,0.356308120420652
530,0.35660271485352985
531,0.35690722909184697
532,0.3572208932105211
533,0.3575429372844699
534,0.357872591388611
535,0.3582090939918625
536,0.3585516835631424
537,0.3588995985713685
538,0.3592521252904825
539,0.3596085499944261
540,0.3599681589571405
541,0.36033014969443583
542,0.3606937197221219
543,0.3610580665560083
544,0.36142264559847986
545,0.361786912251921
546,0.36215032191871577
547,0.3625123632825175
548,0.3628725250269797
549,0.36323029583575517
550,0.3635851643924965
551,0.36393671209172035
552,0.36428452032794356
553,0.3646281704956826
554,0.3649672439894538
555,0.36530125485084336
556,0.3656297171214375
557,0.36595214484282196
558,0.3662681120260697
559,0.36657719268225336
560,0.3668789608224452
561,0.36717299045771706
562,0.36745906374884263
563,0.3677369628565957
564,0.36800646994174935
565,0.36826730782576367
566,0.36851919933009836
567,0.368761867276213
568,0.36899514739275324
569,0.36921887540836473
570,0.3694328870516927
571,0.36963721569662006
572,0.3698318947170292
573,0.37001695748680224
574,0.370192434545143
575,0.370358356431255
576,0.37051475368434134
577,0.370661739524581
578,0.37079942717215253
579,0.37092792984723444
580,0.37104713417946
581,0.3711569267984622
582,0.371257194333874
583,0.37134807798415326
584,0.3714297189477578
585,0.37150225842314516
586,0.37156600335921125
587,0.37162126070485163
588,0.3716683374089615
589,0.3717074416737665
590,0.3717387817014924
591,0.37176256569436456
592,0.37177900185460816
593,0.3717884626406539
594,0.3717913205109321
595,0.37178794792387304
596,0.3717787276766411
597,0.3717640425664005
598,0.3717442753903153
599,0.371720017134664
600,0.3716918587857249
601,0.371660391329776
602,0.37162620575309513
603,0.3715897284956366
604,0.3715513859973544
605,0.3715116046982023
606,0.37147075654468864
607,0.3714292134833216
608,0.37138734746060914
609,0.37134553042305946
610,0.37130425631829594
611,0.3712640190939419
612,0.37122531269762027
613,0.37118863107695366
614,0.3711545030290172
615,0.3711234573508859
616,0.37109602283963466
617,0.37107265375020043
618,0.3710538043375199
619,0.37103992885652975
620,0.3710314815621664
621,0.37102891670936605
622,0.37103243895100174
623,0.3710422529399463
624,0.37105856332907217
625,0.37108157477125164
626,0.3711113956987774
627,0.37114813454394197
628,0.37119189973903793
629,0.3712427997163575
630,0.3713008680587998
631,0.37136613834926346
632,0.371438644170647
633,0.37151841910584876
634,0.37160526727761645
635,0.37169899280869717
636,0.37179939982183785
637,0.3719062924397851
638,0.3720193972086722
639,0.3721384406746321
640,0.37226314938379773
641,0.37239324988230216
642,0.372528411027548
643,0.3726683016769379
644,0.3728125906878742
645,0.3729612606109489
646,0.3731142939967539
647,0.373271673395881
648,0.3734333813589219
649,0.3735995359481428
650,0.37377025522580987
651,0.3739456572541888
652,0.37412586009554505
653,0.37431093853998054
654,0.3745009673775973
655,0.3746960213984972
656,0.37489630538584745
657,0.3751020241228149
658,0.3753133823925664
659,0.37553058497826874
660,0.3757535898082644
661,0.3759823548108957
662,0.3762168379145049
663,0.37645701054132935
664,0.37670284411360616
665,0.37695431005357216
666,0.3772113021638286
667,0.37747371424697634
668,0.37774144010561594
669,0.37801413895901803
670,0.3782914700264531
671,0.3785730925271914
672,0.3788586656805029
673,0.3791478505690802
674,0.37944030827561565
675,0.37973569988280126
676,0.38003364050406796
677,0.3803337452528465
678,0.3806356292425673
679,0.38093901139492037
680,0.3812436106315957
681,0.38154914587428274
682,0.38185547970785083
683,0.38216247471716913
684,0.3824699934871068
685,0.3827778986025327
686,0.3830857956354327
687,0.3833932901577928
688,0.3836999877415984
689,0.3840054302436451
690,0.38430915952072814
691,0.3846107174296425
692,0.38490964582718273
693,0.3852056370873062
694,0.38549838358397054
695,0.3857875776911331
696,0.3860729117827513
697,0.38635411361787925
698,0.38663091095557084
699,0.3869030315548796
700,0.38717020317485856
701,0.3874323813947037
702,0.38768952179361094
703,0.38794157995077605
704,0.38818851144539485
705,0.38843023166259205
706,0.38866665598749217
707,0.38889769980521954
708,0.38912316914247286
709,0.38934287002595075
710,0.38955660848235163
711,0.3897641905383737
712,0.389965418715914
713,0.39016009553686953
714,0.3903480235231367
715,0.39052900519661166
716,0.39070305543389905
717,0.3908701891116034
718,0.39103042110632946
719,0.39118376629468143
720,0.391330470814285
721,0.39147078080276554
722,0.3916049423977481
723,0.39173321160862756
724,0.3918558444447985
725,0.39197309691565524
726,0.3920852250305919
727,0.39219227271805496
728,0.39229428390649085
729,0.39239130252434595
730,0.39248329079584676
731,0.3925702109452196
732,0.39265202519669046
733,0.3927288322439299
734,0.3928007307806085
735,0.39286781950039634
736,0.39293035450131414
737,0.3929885918813822
738,0.3930427877386208
739,0.39309302547082964
740,0.3931393884758081
741,0.39318196015135554
742,0.39322082389527135
743,0.3932560872649778
744,0.3932878578178967
745,0.3933162431114498
746,0.3933413507030584
747,0.39336324579763116
748,0.3933819936000765
749,0.39339765931530285
750,0.3934103081482185
751,0.3934199406159496
752,0.3934265572356221
753,0.39343015852436164
754,0.3934307449992939
755,0.39342855963531354
756,0.393423845407315
757,0.3934168452901925
758,0.3934078022588399
759,0.39339671875608784
760,0.3933835972247664
761,0.3933684401077058
762,0.3933512498477361
763,0.39333214008923273
764,0.3933112244765708
765,0.39328861665412534
766,0.3932644302662714
767,0.3932387367288929
768,0.39321160745787365
769,0.393183113869097
770,0.39315306608329864
771,0.3931212742212141
772,0.3930875484035789
773,0.39305192062578476
774,0.3930144228832236
775,0.39297508717128726
776,0.3929341458699392
777,0.39289183135914274
778,0.3928483760188612
779,0.3928040157213751
780,0.3927589863389647
781,0.39271352374391033
782,0.39266786380849183
783,0.39262226866754074
784,0.39257700045588856
785,0.3925323213083665
786,0.3924883005375554
787,0.39244500745603583
788,0.39240251137638826
789,0.3923611944008588
790,0.3923214386316934
791,0.3922835881060784
792,0.39224790503507573
793,0.3922146516297471
794,0.39218409010115357
795,0.3921563793438582
796,0.3921316782524238
797,0.3921101457214125
798,0.39209203542929527
799,0.3920776010545426
800,0.3920670962756247
801,0.3920607747710118
802,0.3920588315046236
803,0.39206146144037957
804,0.3920688595421987
805,0.39208122077400004
806,0.3920987400997024
807,0.39212161248322464
808,0.3921500399411887
809,0.39218422449021617
810,0.39222436814692846
811,0.3922706729279467
812,0.3923232155200029
813,0.39238207260982894
814,0.39244732088415674
815,0.3925190370297179
816,0.39259729773324376
817,0.3926821796814653
818,0.39277375956111316
819,0.39287218440172006
820,0.3929776012328188
821,0.3930901570839419
822,0.39320978239420235
823,0.39333640760271266
824,0.3934699631485852
825,0.39361035899766306
826,0.3937575051157891
827,0.3939113114688057
828,0.3940716880225551
829,0.39423854474287945
830,0.3944117915956207
831,0.39459133854662093
832,0.39477718010962903
833,0.3949693107983938
834,0.395167725126664
835,0.3953721264525013
836,0.39558221813396727
837,0.3957977035291232
838,0.39601854076243026
839,0.39624468795834955
840,0.3964761032413421
841,0.3967124258849216
842,0.39695329516260175
843,0.3971983503478961
844,0.3974473694767638
845,0.39770013058516424
846,0.39795641170905643
847,0.3982162141731907
848,0.39847953930231744
849,0.39874638842118665
850,0.39901654353431787
851,0.3992897866462303
852,0.39956589976144297
853,0.39984488103690086
854,0.40012672862954873
855,0.4004114406963312
856,0.4006988545886221
857,0.4009888076577944
858,0.4012811372552209
859,0.401575977136446
860,0.4018734610570134
861,0.40217372277246677
862,0.4024768960383499
863,0.4027832079670739
864,0.4030928856710498
865,0.4034061562626886
866,0.4037232468544012
867,0.40404429690993016
868,0.40436944589301804
869,0.4046988332674075
870,0.4050325984968409
871,0.4053706777443956
872,0.4057130071731489
873,0.40605952294617786
874,0.40641026066445685
875,0.40676525592896
876,0.4071245443406613
877,0.40748797089294664
878,0.40785538057920157
879,0.4082266183928115
880,0.4086013557955017
881,0.4089792642489974
882,0.4093600152150235
883,0.40974340886969285
884,0.4101292453891182
885,0.4105173249494121
886,0.41090730792661107
887,0.4112988546967515
888,0.4116916256358692
889,0.4120852811199998
890,0.4124794815251787
891,0.41287388722744084
892,0.41326835948293156
893,0.4136627595477962
894,0.41405694867817977
895,0.4144506983766289
896,0.41484378014569034
897,0.4152359654879105
898,0.4156272820813214
899,0.41601775760395493
900,0.4164074197338431
901,0.4167961518837022
902,0.4171838374662486
903,0.4175703598941983
904,0.4179552336677559
905,0.41833797328712563
906,0.4187180932525113
907,0.419095128855602
908,0.41946861538808694
909,0.419838088141655
910,0.42020329585166655
911,0.4205639872534817
912,0.4209199110824609
913,0.4212708708118523
914,0.4216166699149041
915,0.4219571118648639
916,0.4222921160564169
917,0.42262160188424824
918,0.42294548874304266
919,0.42326347817631443
920,0.42357527172757786
921,0.4238805709403473
922,0.4241792723659961
923,0.4244712725558976
924,0.42475646806142525
925,0.4250348805101284
926,0.42530653152955616
927,0.4255714427472579
928,0.4258295157351335
929,0.4260806520650828
930,0.4263247533090053
931,0.42656172904122286
932,0.42679148883605666
933,0.4270139422678275
934,0.4272289989108558
935,0.42743661609164874
936,0.4276367511367133
937,0.4278293613725563
938,0.4280143614881716
939,0.4281916661725533
940,0.4283611901146952
941,0.4285229563779855
942,0.4286769880258123
943,0.42882330812156333
944,0.42896193972862634
945,0.4290929059103887
946,0.4292162297302375
947,0.42933210448937276
948,0.429440723488994
949,0.4295422800303006
950,0.42963696741449203
951,0.4297249933748439
952,0.42980656564463127
953,0.4298818919571294
954,0.4299513251098569
955,0.43001521790033254
956,0.43007392312607473
957,0.4301275205718644
958,0.43017609002248197
959,0.4302197450372595
960,0.4302587206111176
961,0.4302932517389767
962,0.4303235734157574
963,0.4303499536669228
964,0.4303726605179361
965,0.4303919619942602
966,0.43040811485587577
967,0.430421375862763
968,0.4304320017749022
969,0.43044006239526417
970,0.4304456275268196
971,0.43044876697253887
972,0.4304495609121144
973,0.4304480895252381
974,0.43044443299160196
975,0.43043865988679597
976,0.4304308387864103
977,0.4304210382660347
978,0.4304091838413061
979,0.4303952010278613
980,0.43037901534133643
981,0.4303605848702346
982,0.4303398677030585
983,0.43031682192831044
984,0.43029140563449236
985,0.4302635769101057
986,0.43023339279178807
987,0.4302009103161768
988,0.4301661865199092
989,0.43012924597540303
990,0.4300901132550761
991,0.43004881293134584
992,0.43000531592535735
993,0.4299595931582556
994,0.4299116155511855
995,0.42986136658394475
996,0.4298088297363311
997,0.4297539884881424
998,0.4296966860515789
999,0.4296367656388409
1000,0.42957406223126543
1001,0.4295084108101895
1002,0.42943964635694937
1003,0.42936760385288136
1004,0.42929224302099106
1005,0.4292135235842842
1006,0.42913140526576593
1007,0.42904592960569365
1008,0.42895713814432423
1009,0.42886507242191463
1010,0.428769615564815
1011,0.42867065069937565
1012,0.4285680609519466
1013,0.42846172944887756
1014,0.42835171191049204
1015,0.4282380640571132
1016,0.4281208416090637
1017,0.4280001002866662
1018,0.42787596056304794
1019,0.4277485429113364
1020,0.4276179678046585
1021,0.42748459789844334
1022,0.4273487958481198
1023,0.42721092430911667
1024,0.4270713459368626
1025,0.4269305801035157
1026,0.4267891461812343
1027,0.42664756354217637
1028,0.42650635155849964
1029,0.42636610096908195
1030,0.42622740251280083
1031,0.4260908469285337
1032,0.425956746977104
1033,0.4258254154193349
1034,0.4256971650160494
1035,0.4255724055553916
1036,0.42545154682550557
1037,0.42533499861453505
1038,0.4252229401551194
1039,0.425115550679898
1040,0.4250130094215097
1041,0.4249154642933827
1042,0.42482306320894503
1043,0.42473595408162435
1044,0.42465429847290304
1045,0.424578257944263
1046,0.424507994057186
1047,0.4244435735566791
1048,0.4243850631877494
1049,0.4243325296954036
1050,0.4242860334692279
1051,0.42424563489880834
1052,0.42421139437373057
1053,0.4241834324633942
1054,0.4241618697371985
1055,0.42414682676454263
1056,0.42413813343970014
1057,0.42413561965694396
1058,0.4241391153105471
1059,0.42414855490802167
1060,0.4241638729568794
1061,0.4241850039646317
1062,0.42421203086473164
1063,0.42424503659063206
1064,0.42428410407578543
1065,0.4243292668726184
1066,0.42438055853355716
1067,0.42443801261102754
1068,0.42450143690988673
1069,0.4245706392349919
1070,0.4246454273911998
1071,0.4247257118436942
1072,0.4248114030576582
1073,0.4249024114982748
1074,0.42499863936135956
1075,0.4250999888427277
1076,0.4252063621381942
1077,0.4253176614435734
1078,0.42543373525802197
1079,0.42555443208069615
1080,0.4256796004107518
1081,0.42580908874734447
1082,0.4259427455896293
1083,0.4260804194367615
1084,0.4262219587878961
1085,0.426367212142188
1086,0.42651607930639157
1087,0.4266684600872609
1088,0.42682425429154963
1089,0.42698349890823195
1090,0.4271462309262816
1091,0.42731248733467214
1092,0.4274821768078549
1093,0.42765520802028095
1094,0.4278314896464012
1095,0.42801082173099
1096,0.4281930043188212
1097,0.4283778374546687
1098,0.4285653174307712
1099,0.4287554405393674
1100,0.42894820307269604
1101,0.4291437071664648
1102,0.4293420549563816
1103,0.4295433485781537
1104,0.4297474421465158
1105,0.4299541897762026
1106,0.43016344558194863
1107,0.4303752739893161
1108,0.43058973942386664
1109,0.4308069063111619
1110,0.43102683907676365
1111,0.4312493695189418
1112,0.4314743294359664
1113,0.4317015506261071
1114,0.4319309804950988
1115,0.43216256644867646
1116,0.4323962558925746
1117,0.432631845398415
1118,0.43286913153781925
1119,0.43310791088240863
1120,0.43334797950080817
1121,0.4335891334616427
1122,0.43383116883353695
1123,0.434073899919617
1124,0.4343171410230081
1125,0.4345607064468356
1126,0.43480433786676276
1127,0.4350477769584526
1128,0.43529076539756767
1129,0.4355331224553608
1130,0.4357746674030845
1131,0.4360152195119912
1132,0.43625459805333344
1133,0.43649241022918456
1134,0.4367282632416177
1135,0.4369617642927055
1136,0.437192415163154
1137,0.43741971763366894
1138,0.4376431734849557
1139,0.43786221962646044
1140,0.4380762929676295
1141,0.4382848304179087
1142,0.438487268886744
1143,0.4386832401658414
1144,0.4388723760469067
1145,0.4390543083216454
1146,0.43922868526822806
1147,0.43939515516482497
1148,0.43955336628960606
1149,0.43970273967818185
1150,0.43984269636616286
1151,0.4399726573891595
1152,0.4400922536411582
1153,0.440201116016145
1154,0.44029887540810564
1155,0.4403854148999048
1156,0.44046061757440685
1157,0.4405243665144761
1158,0.4405766640082753
1159,0.440617512343967
1160,0.44064691380971355
1161,0.4406650551039417
1162,0.4406721229250784
1163,0.44066830397155005
1164,0.4406537849417831
1165,0.44062871701876277
1166,0.44059325138547406
1167,0.4405475392249019
1168,0.4404917317200312
1169,0.44042598005384637
1170,0.4403504885656413
1171,0.4402654615947095
1172,0.4401711034803438
1173,0.4400676507641627
1174,0.4399553399877848
1175,0.4398344076928281
1176,0.43970514598521726
1177,0.43956784697087653
1178,0.4394228027557303
1179,0.4392703847193345
1180,0.4391109642412448
1181,0.4389449127010168
1182,0.4387726014782059
1183,0.4385946597806584
1184,0.4384117168162208
1185,0.43822440179273986
1186,0.4380333439180616
1187,0.4378392796744945
1188,0.43764294554434674
1189,0.43744507800992677
1190,0.43724641355354255
1191,0.4370476019879449
1192,0.4368492931258847
1193,0.43665213678011217
1194,0.4364566767986769
1195,0.43626345702962827
1196,0.43607302132101583
1197,0.43588574427684795
1198,0.4357020005011328
1199,0.43552216459787874
1200,0.435346611171094
1201,0.43517565847212003
1202,0.4350096247522978
1203,0.434848828262968
1204,0.4346935872554712
1205,0.43454421998114773
1206,0.43440104469133783
1207,0.4342643059905054
1208,0.4341342484831142
1209,0.4340111978864161
1210,0.43389547991766275
1211,0.4337874202941058
1212,0.4336873447329967
1213,0.4335954647626357
1214,0.4335119919113231
1215,0.4334371377073589
1216,0.4333711136790431
1217,0.43331406267776956
1218,0.4332661275549322
1219,0.43322745116192457
1220,0.43319817635013985
1221,0.4331784459709711
1222,0.43316837892587867
1223,0.4331680941163228
1224,0.43317771044376346
1225,0.4331973468096602
1226,0.4332270326334292
1227,0.4332667973344864
1228,0.43331667033224697
1229,0.43337668104612614
1230,0.4334467907594413
1231,0.43352696075551
1232,0.43361715231764947
1233,0.4337173267291767
1234,0.4338272439697554
1235,0.4339466640190496
1236,0.4340753468567225
1237,0.43421305246243713
1238,0.43435946927386937
1239,0.4345142857286946
1240,0.4346771902645878
1241,0.43484792934002303
1242,0.4350262494134741
1243,0.43521189694341444
1244,0.4354046183883173
1245,0.43560406159263837
1246,0.4358098744008331
1247,0.4360217046573567
1248,0.43623920020666407
1249,0.43646195029798207
1250,0.43668954418053707
1251,0.4369215711035556
1252,0.43715764660200995
1253,0.437397386210872
1254,0.4376404054651135
